DataStatus,SyntheticSeed,RangeM,Observation,SensingSnrDb,Detected,RadialErrorM,AssumedEffectiveLossDb
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,12,-1.7408061202760237,1,1.547936873119945,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,13,-3.138573655743323,1,2.715228990182541,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,14,-4.321173878628915,1,2.583709910177527,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,15,-8.119802722898621,1,7.28070528802835,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,16,-4.336960370628286,1,1.4780313931343112,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,17,-2.8542537940771164,1,3.446986027987775,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,18,-1.3059639807132077,1,0.8825580040106702,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,19,-6.419427440147624,1,3.615560796023285,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,20,5.482215204265248,1,0.559469432699357,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,21,0.42534447598166536,1,0.9711152587959421,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,22,-6.273763081336228,1,5.144831809712534,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,23,-1.0694710491366264,1,3.3178673651232153,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,24,3.3745242046334356,1,1.6756400104139024,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,25,-4.2834646248889,1,1.6272570640836195,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,26,-3.796939708200394,1,3.0450174234013567,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,27,-0.0020200262451621764,1,1.398566141320061,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,28,-2.705723518168754,1,1.3744171902520124,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,29,5.54769284426416,1,1.0457705864352431,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,30,-1.5171883500561054,1,3.0052175514461656,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,31,0.6971302626471183,1,1.785333900974577,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,32,-2.2211026888832714,1,2.6802971616328026,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,33,-3.1910493207196495,1,0.5133128854726325,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,34,-0.5677703015543477,1,1.2934596712186577,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,35,-0.8110198666000763,1,1.5240656694129466,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,36,-9.25472789625614,1,6.542051324941548,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,37,-2.3993422460257827,1,4.5262943335528405,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,38,10.57917680277605,1,0.31272604870561393,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,300,39,3.6094402302956623,1,1.2086138806584399,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,0,-4.632710165214936,1,0.41339115447118274,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,1,-2.0670608341365417,1,5.097920324183889,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,2,-9.839474270622617,1,3.8407048410094213,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,3,-5.5595069738250595,1,4.935009401359214,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,4,-6.83188887738194,1,4.657201497727775,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,5,-8.222512370823045,1,4.141913833916019,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,6,-2.787486222898739,1,2.1885376567872257,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,7,-3.9035578713486623,1,0.6407276095067351,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,8,-3.4436150562025203,1,1.1990185399724749,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,9,-6.145665866594841,1,1.514206823416367,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,10,-4.278654263115165,1,7.028193984491529,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,11,-9.155951362813905,1,4.0310387526216696,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,12,-5.057424781782223,1,1.4162790294195955,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,13,-7.627365419603038,1,8.844471409929204,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,14,-18.175206812486,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,15,-5.708837793537773,1,2.3535762471001744,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,16,-8.218979381096352,1,7.553415604644418,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,17,-1.1271600024584503,1,3.76126631804173,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,18,3.237367647691081,1,0.745449586668182,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,19,-13.695165149681133,1,11.245209085391675,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,20,-0.759451016350039,1,0.7355644221442588,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,21,5.961312721811077,1,0.44523365634268197,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,22,-9.120032977850197,1,1.09564425903621,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,23,-13.091741448466848,1,1.6940140297939037,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,24,-1.2736367347938735,1,3.2929848828695145,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,25,-2.576510529118533,1,2.699535723651297,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,26,-7.017418885284321,1,5.8423459302218825,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,27,-4.215535375317473,1,1.1077733887935266,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,28,-4.889271311648215,1,3.0985138253351137,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,29,-10.443502420732699,1,9.208350601456528,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,30,-4.176629232475276,1,3.404590625889539,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,31,-6.286715220630357,1,5.997644183705504,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,32,-5.800351251597677,1,10.427049977356813,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,33,-14.215714891235905,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,34,-0.7529575510411668,1,1.593735828183947,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,35,-4.27882007663363,1,7.626923887035969,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,36,0.9747117652676867,1,3.049217929797819,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,37,-3.7906489059670383,1,2.899210794284167,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,38,-0.0952685129130253,1,0.13489918048507005,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,400,39,-1.2056310988994712,1,1.0615983988843183,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,0,-6.606485229129209,1,6.957435843410505,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,1,-9.796753775161736,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,2,-5.934895211771883,1,2.96707224371627,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,3,-10.427647471275906,1,8.099772134453413,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,4,2.1506031118292768,1,0.9990346719413107,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,5,-6.389515361733489,1,4.632443752510152,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,6,-9.087544783333081,1,7.238222580101938,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,7,-10.119618124030993,1,7.654526713691757,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,8,-9.713473617897941,1,6.476856948465884,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,9,-11.253247866782717,1,9.779041945728759,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,10,-9.618789385399573,1,8.439569960622025,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,11,-7.703558748660736,1,5.557520360782762,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,12,-9.27836543839776,1,1.3178824223286918,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,13,-8.552882659059431,1,8.173053134255673,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,14,-11.261169077168162,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,15,-12.63055712943864,1,15.109491166527262,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,16,-12.645273753261211,1,3.75410467698702,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,17,-9.258048636359948,1,4.003262107382777,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,18,-15.781860526293517,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,19,-8.902459346426856,1,9.703095771642111,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,20,-11.845297128507458,1,10.686003533712903,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,21,-11.194999053548178,1,7.8515563737315714,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,22,-11.203226907072896,1,7.003001709899053,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,23,-10.394416933086832,1,2.58897982620411,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,24,-14.9283570740662,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,25,-9.623950292137444,1,4.428799508172525,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,26,-7.773385584286761,1,3.218738926197785,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,27,-11.929939980671213,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,28,-0.7548733003633052,1,1.8078335407725699,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,29,-5.951157720446526,1,4.4051234902506105,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,30,-14.899962918302737,1,5.1397436506807015,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,31,-10.934143994047847,1,6.8078051880928525,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,32,-8.090180007852414,1,9.047828901736679,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,33,0.7677970573973774,1,0.193023810756494,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,34,-7.706282882876387,1,4.769189742169972,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,35,-7.088497141686124,1,7.2013533110891315,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,36,-10.662031773171368,1,4.450468837176565,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,37,-8.517474965358401,1,7.498057876792321,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,38,-11.359124185570144,1,9.601797620760934,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,500,39,-7.4593669954933475,1,6.2828398707581234,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,0,-9.769619799373842,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,1,-14.687967001957933,1,6.525031401952717,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,2,-14.014814099378897,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,3,-13.914712376080725,1,12.5595825730252,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,4,-10.522449649744438,1,5.402267741930031,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,5,-9.733260830903887,1,12.638775450898441,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,6,-16.986262184853082,0,,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,7,-16.79572454762037,1,8.29902014258598,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,8,-10.18485552336004,1,5.531047816550879,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,9,-13.406446504726542,1,4.490894684224467,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,10,-9.413593701307832,1,2.1866092407583966,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,11,-14.781330636510488,1,3.7416954749616544,30.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,1,600,12,-10.680706080826894,1,16.20592107163963,30.0
