DataStatus,Method,TotalUes,SyntheticSeed,P5ThroughputMbps,PdrPercent,OutageFraction,PersistentDemandFraction
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,7,0.05302500530622774,80.15376991933655,0.3258426539296413,0.22377462403783463
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,8,0.05862555707474691,81.55926131106098,0.31727519820891753,0.19097349895654628
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,9,0.06597889509144424,83.11107735333569,0.2870084771487562,0.226327508428595
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC reactive,100,10,0.05688652026664585,82.29279382622386,0.33485155048862414,0.15246316546100488
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,1,0.10041416260136711,93.78009029790277,0.13600434671464684,0.1312614281842211
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,2,0.11763196422870151,93.98915385771934,0.15106259813364353,0.08069891275577964
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,3,0.10823380990892162,93.15040732911062,0.15279819021548532,0.10266188430609023
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,4,0.11529045192997497,94.94744877675485,0.13199459878867542,0.08006095771437478
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,5,0.10696550731861826,94.85330700624215,0.11129007776675076,0.09500691710435061
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,6,0.11644939804526386,93.98155122722096,0.09873452858674389,0.11395082320261392
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,7,0.10899109446316958,95.48131687451833,0.1353659080678259,0.07163892810634324
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,8,0.13363946964177997,96.80143962881489,0.14726838503602704,0.0826152960139393
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,9,0.10318225733407166,93.7050716851439,0.14779879553903458,0.11660281393902766
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,80,10,0.09731190469224624,91.2084807141744,0.20027828186177166,0.1441590182127001
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,1,0.09478197009253177,92.55771488230617,0.15012336030947596,0.12649100677307654
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,2,0.09889889469401883,92.07275190719461,0.14863972219359456,0.17209922130493985
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,3,0.11121139651656985,93.76020152047255,0.16095025885291292,0.13254269011828065
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,4,0.09361787087467348,90.22900184658822,0.19421019224576647,0.1068785477195432
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,5,0.10965595862567046,93.149722321789,0.16272971197615388,0.0976924004257755
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,6,0.09606742861437845,93.78522959553857,0.1867479562520848,0.11128975493189817
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,7,0.07788430836226347,88.15297822248036,0.2122121174244018,0.1282969505675462
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,8,0.08893862005105928,90.65521396532964,0.15876506889915798,0.14786024790971847
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,9,0.07394170505169995,89.10885401169371,0.2249013505798971,0.11692605742625464
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,90,10,0.09058699509614078,90.23235785387415,0.17824633048902477,0.10263740244847677
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,1,0.09399679201915159,88.98661039922088,0.20048182982618495,0.16850590737124296
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,2,0.08538435444244129,89.18515214259052,0.23249152570569648,0.19082728750380717
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,3,0.07693509164647937,88.07492514137327,0.2412112042742126,0.17330360355890426
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,4,0.0741237231250504,87.20972025607436,0.2766768137256671,0.20762967641641358
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,5,0.09009997949201855,88.1542086661005,0.24110242556653544,0.2077510776188793
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,6,0.07090126313798197,85.539716455997,0.25196778590589314,0.2063349536090467
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,7,0.07278630851227151,87.51629453353827,0.2941301973082069,0.23359253713550307
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,8,0.06646052445613491,85.0458222109361,0.26624957843398167,0.16578451431935892
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,9,0.05639024326329274,84.40411015378537,0.2875831913445775,0.1723553014452302
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,ISAC + RF predictive,100,10,0.07818943701335278,86.43537622480939,0.23926428839938246,0.14674593831957156
