DataStatus,EastM,NorthM,PredictedProbability
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-550,0.021381467753468844
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-450,0.03350995743381244
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-350,0.009093305504871117
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-250,0.0036365076819433843
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-150,0.05443753680887835
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,-50,0.021433843787326497
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,50,0.03170215651052153
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,150,0.04268546152217516
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,250,0.0612170594844565
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,350,0.09541473506172948
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,450,0.08952765177162234
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,550,0.061190912117568774
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,650,0.05242345088936875
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,750,0.02494864282923594
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,850,0.01494993674849931
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-850,950,0.00937124098178669
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-950,0.034378646792469256
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-850,0.01755558825768126
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-750,0.03557087850319407
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-650,0.03284413226085773
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-550,0.009575972089383778
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-450,0.000799653837720158
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-350,0.02789522260101422
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-250,0.029511402795482294
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-150,0.0019233337684330734
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,-50,0.02566827929212041
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,50,0.04314726480453541
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,150,0.06469694224638131
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,250,0.1468996025655692
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,350,0.23075343209605922
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,450,0.24787048715234308
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,550,0.15537926611989764
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,650,0.08990992563237656
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,750,0.06807002074920976
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,850,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-750,950,0.0006067494811230652
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-950,0.034059892643063
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-850,0.012627363444988588
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-750,0.035397613664326706
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-650,0.03855452401525307
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-550,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-450,0.0009518873912233716
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-350,0.048617523188322784
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-250,0.025890418759637112
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-150,0.005237520329552575
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,-50,0.027915189736767668
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,50,0.10064602201687106
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,150,0.17987228864760063
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,250,0.3520347515911903
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,350,0.5288386585479546
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,450,0.5441584174469039
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,550,0.35544893858090165
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,650,0.193497599269468
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,750,0.10086726237322335
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,850,0.009024402385671284
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-650,950,0.03105005401169524
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-950,0.017537635250317873
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-850,0.03336283214286023
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-750,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-650,0.02432885156612395
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-550,0.036484147221613236
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-450,0.04596297800811575
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-350,0.06079578191483955
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-250,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-150,0.008997667384355774
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,-50,0.04793328408226015
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,50,0.07051828489179861
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,150,0.24365509630549728
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,250,0.5319085123063737
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,350,0.771829658902924
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,450,0.7951397483180969
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,550,0.5502535652015547
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,650,0.23525535407945114
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,750,0.0551259790775432
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,850,0.04141563298027545
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-550,950,0.016652381297683906
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-950,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-850,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-750,0.009739705896786407
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-650,0.013534577141763034
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-550,0.023219834049587055
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-450,0.07746493586395205
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-350,0.021880804004968793
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-250,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-150,0.0029518994175245505
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,-50,0.03924176484740605
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,50,0.05345976014132273
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,150,0.2364502969320583
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,250,0.5134281812255844
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,350,0.7780212546150271
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,450,0.749773891687498
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,550,0.502437195374084
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,650,0.24024031804339055
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,750,0.0822810790348983
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,850,0.028865990628484113
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-450,950,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-950,0.055313822219969264
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-850,0.04523605294467638
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-750,0.0404690691852893
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-650,0.03365249322693188
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-550,0.006031951877997314
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-450,0.04587883273358565
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-350,0.01916221896603387
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-250,0.02467810746916491
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-150,0.015746839668988655
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,-50,0.02901834999881722
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,50,0.0630808196115137
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,150,0.15082683293476998
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,250,0.3560054144050723
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,350,0.5467579547084456
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,450,0.48986410115103557
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,550,0.36760210557238693
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,650,0.14876214466321377
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,750,0.06525828883629105
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,850,0.0011722558489452237
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-350,950,0.017409978489598847
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-950,0.008468796837336558
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-850,0.004746203942348544
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-750,0.01610755450403352
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-650,0.013389862685058044
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-550,0.025466196118837162
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-450,0.008755785696206365
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-350,0.005070390663080768
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-250,0.01270264159529056
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-150,0.023089630456005553
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,-50,0.07158695337451725
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,50,0.04627150917938322
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,150,0.09202304124776148
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,250,0.14645850597652244
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,350,0.22764747318494358
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,450,0.25875794590173407
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,550,0.1439566450849576
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,650,0.08834139472120248
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,750,0.052659028214840475
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,850,0.034718352579448976
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-250,950,0.00024842996153775707
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-950,0.061636137983073026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-850,0.0013185278248412854
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-750,0.03179651445832179
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-650,0.04292020790929862
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-550,0.02056119170312585
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-450,0.01599817522080893
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-350,0.037617976013253195
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-250,0.053822617456861205
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-150,0.035483083197011926
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,-50,0.035914499256059905
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,50,0.048473590752854956
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,150,0.030394025509519924
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,250,0.050354887534260574
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,350,0.07844896085448334
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,450,0.1068805692370819
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,550,0.0324876166386451
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,650,0.0494808900102203
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,750,0.054530402432876615
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,850,0.02004864978933516
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-150,950,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-950,0.03215698131209825
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-850,0.015563678095988586
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-750,0.03684607254871703
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-650,0.027282137011010513
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-550,0.05268477824984853
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-450,0.0409514783020552
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-350,0.05583344199593162
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-250,0.014310657237916687
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-150,0.02835543276719559
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,-50,0.03474285536035744
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,50,0.027335701253534527
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,150,0.04566249150673933
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,250,0.026122417053224795
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,350,0.03617013330031334
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,450,0.037625446419594574
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,550,0.04180264322569524
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,650,0.07065695875435571
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,750,0.04871622006842943
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,850,0.005733177395559289
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,-50,950,0.037293344327958
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-950,0.02778546104037481
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-850,0.045060037610744105
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-750,0.04371355987859042
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-650,0.10340656018953044
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-550,0.1534092889374723
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-450,0.1554862268069851
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-350,0.11485852703600964
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-250,0.06726161569283055
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-150,0.0003242232925965774
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,-50,0.020242792678249567
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,50,0.028307710185322278
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,150,0.026779246382900163
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,250,0.03471674875035197
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,350,0.03999611864471226
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,450,0.042862806015282744
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,550,0.005692853987523939
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,650,0.0114288439710577
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,750,0.050957202303424314
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,850,0.0231704759434545
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,50,950,0.03665476241850959
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-950,0.0116802149885546
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-850,0.04625885435930059
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-750,0.05592470081872354
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-650,0.19472162373765048
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-550,0.39002651968866026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-450,0.3693189317732084
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-350,0.24835630610374648
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-250,0.09110275973025392
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-150,0.052335549282558305
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,-50,0.01918878472555913
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,50,0.0290533195788164
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,150,0.053440481763507484
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,250,0.08641717567780768
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,350,0.09745297775011202
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,450,0.07983470320488233
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,550,0.0636783013496863
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,650,0.058867258217517884
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,750,0.03315086483435218
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,850,0.01987740637373272
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,150,950,0.05385359173337917
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-950,0.007277257622008686
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-850,0.0745485538915653
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-750,0.16187944437014065
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-650,0.40718419424625224
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-550,0.6427004780482551
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-450,0.674346105787214
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-350,0.4975719768766102
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-250,0.2270686841560624
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-150,0.0739658059683347
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,-50,0.014474868552610667
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,50,0.07936103097287026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,150,0.10401462534234147
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,250,0.21843256282770168
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,350,0.24071264045755308
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,450,0.17696230510795374
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,550,0.15393114455653997
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,650,0.07071097785359465
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,750,0.05863730059379868
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,850,0.02627451410179326
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,250,950,0.04364370991322557
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-950,0.037755857122914106
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-850,0.04853172722761108
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-750,0.18519067416012247
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-650,0.4698949641186153
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-550,0.7666501659208442
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-450,0.7922333675825851
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-350,0.5660029625381692
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-250,0.23004253267175434
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-150,0.09823557853142767
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,-50,0.048698177550039495
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,50,0.08834171954404618
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,150,0.250448527028329
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,250,0.37571514328044064
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,350,0.505790893199408
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,450,0.4905985947913111
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,550,0.3013207094800385
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,650,0.1921455552946289
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,350,750,0.05880032657283725
