DataStatus,Method,SyntheticSeed,TimeS,PersistentDemandFraction
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,10,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,12,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,14,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,16,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,18,0.10258503842407245
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,20,0.18404799398691307
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,22,0.23788329376423342
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,24,0.27459762965140994
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,26,0.2875126590047904
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,28,0.29881768476842685
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,30,0.29992812294497406
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,32,0.30187831848320235
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,34,0.29657327770680536
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,36,0.30092187137472476
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,38,0.28375497892972734
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,40,0.2886238728524834
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,42,0.29680516160153
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,44,0.29317077743398234
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,46,0.2993725863223328
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,48,0.3017886565614981
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,50,0.3074506393890772
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,52,0.3060242172900882
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,54,0.30936905135257053
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,56,0.31035591164946263
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,58,0.31191757740498577
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,60,0.30547444286160785
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,62,0.2976000018208246
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,64,0.30232903605527833
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,66,0.29497883832569044
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,68,0.2897870068113999
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,70,0.2929780056839244
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,72,0.2937573736553002
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,74,0.2889242025997484
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,76,0.2849170156754254
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,78,0.2966237596222638
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,80,0.30673192107444575
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,82,0.3052811341574765
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,84,0.30509611767314077
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,86,0.3075961009453718
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,88,0.3165332986571731
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,3,90,0.3076569854089034
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,2,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,4,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,6,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,8,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,10,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,12,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,14,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,16,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,18,0.11588298233304067
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,20,0.18948107153713645
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,22,0.24123753483840688
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,24,0.2989626471537263
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,26,0.31751638366059504
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,28,0.32223202313644306
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,30,0.32850005280063643
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,32,0.32067740709518244
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,34,0.32270086459937525
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,36,0.32083170569277936
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,38,0.32679768434604367
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,40,0.332268954632531
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,42,0.33235006279231594
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,44,0.3329921081246194
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,46,0.3337885793987065
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,48,0.3430831800914576
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,50,0.3448237002469716
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,52,0.34610970838176996
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,54,0.33447503760657266
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,56,0.3312009411910629
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,58,0.34055915210167803
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,60,0.32605901419787503
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,62,0.32503249357407693
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,64,0.3225132580484914
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,66,0.3229329318207091
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,68,0.3240153883471708
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,70,0.3323171613760317
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,72,0.3268038614420466
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,74,0.33448103906023124
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,76,0.336587001807151
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,78,0.3359280068982933
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,80,0.3398258165410213
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,82,0.33910062057990503
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,84,0.34114839886250886
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,86,0.33870775395628155
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,88,0.3335764811220696
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,4,90,0.34465472696350047
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,2,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,4,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,6,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,8,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,10,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,12,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,14,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,16,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,18,0.057724632780334385
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,20,0.11596164265933379
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,22,0.17264795632980928
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,24,0.23579021169107187
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,26,0.26315646011055865
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,28,0.27744346044722756
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,30,0.28032288641226627
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,32,0.2888972767267809
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,34,0.2905741116253132
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,36,0.29458977562102934
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,38,0.30516236660122525
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,40,0.3010566127667894
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,42,0.29885226003683
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,44,0.3006224883446918
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,46,0.305434254634261
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,48,0.3068890494179171
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,50,0.30162786090959476
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,52,0.29573566602101903
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,54,0.2976142795654781
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,56,0.2936263029929182
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,58,0.291719541865654
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,60,0.2833859694603026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,62,0.2852705657182206
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,64,0.2906250737611832
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,66,0.28883601942556647
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,68,0.2897900266847452
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,70,0.29960884460226367
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,72,0.3051915742379188
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,74,0.30501508402291716
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,76,0.30725908180480094
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,78,0.30123724388998313
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,80,0.30050124676751316
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,82,0.2953679018591387
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,84,0.30235193255244985
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,86,0.28898313093964395
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,88,0.2842306166968491
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,5,90,0.2875528595890087
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,2,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,4,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,6,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,8,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,10,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,12,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,14,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,16,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,18,0.11684568889938143
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,20,0.1821677622403888
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,22,0.24362879492142764
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,24,0.2881055111709269
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,26,0.31716720820332556
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,28,0.3250262689510667
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,30,0.3313645251911536
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,32,0.3413768518638056
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,34,0.34926053541004126
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,36,0.35147267586754355
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,38,0.3548430620065796
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,40,0.34706673431965307
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,42,0.3561005294446808
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,44,0.3479771575802616
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,46,0.3437847533374467
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,48,0.33813128635078077
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,50,0.3387096347600929
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,52,0.3212148904485356
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,Static UAV,6,54,0.3235983789608786
