DataStatus,PointType,Index,EastM,NorthM
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,59,-143.57134372303196,29.579367669566636
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,60,-540.9341842673884,447.50334472154844
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,61,-492.38807395962095,473.0638433240696
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,62,-542.6273049237825,402.4784923501489
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,63,-462.07087937300923,450.489843449257
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,64,-564.9065279206883,445.9453307920365
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,65,-617.1887628463699,442.80966337843114
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,66,-598.9252433457716,363.24437824878635
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,67,-602.4712678806866,458.06824898631623
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,68,464.4978327996944,460.85317628068964
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,69,439.0248347854864,341.4342419164336
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,70,446.6406612047947,313.81319269830027
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,71,595.935101755982,301.1163073209668
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,72,427.0670995245278,220.26681037961507
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,73,572.2215245664182,322.043790983302
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,74,487.7445984066861,257.303259945398
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,75,556.3320837335493,460.8176048441645
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,76,572.5722563444677,444.18618605811827
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,77,586.4974052691847,393.5089277068181
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,78,437.4697977725295,412.7459821998064
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,79,442.99687549504455,292.55592333656847
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,80,380.63348099974536,-549.3683806839787
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,81,331.09539427069075,-549.7231706794693
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,82,246.95494259224898,-447.43743243435006
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,83,238.40208179922095,-507.4600749994725
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,84,412.1473021104064,-494.899835568447
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,85,299.16378385048824,-508.89333139564246
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,86,321.15406716567963,-519.7787036176597
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,87,333.6645343237376,-462.0931134583634
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,PersistentDemand,88,328.514169799141,-544.7385884584678
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,OtherUE,89,377.4055761190478,-563.2636282378314
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,0,-546.0210947619041,426.46795882688133
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,1,-474.00052750500345,449.89747275754524
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,2,-470.75563265068257,459.0834142415627
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,3,462.43624406147455,448.54669972387796
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,4,445.25583852255915,333.4833947602431
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,5,444.65184133639,305.0622527887601
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,6,418.88075990803304,228.11989284603976
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,7,494.0137898748398,248.72782161367925
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,8,556.9665262646704,447.5743861887039
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,9,451.3647813899091,283.5547942970122
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,10,377.50313986434253,-554.5607792266111
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,11,216.81066074133608,-447.6088497247835
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,12,296.1405333246923,-527.6615444191038
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,13,335.9211313344722,-474.87164560444904
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,FusedDetection,14,333.9334518193848,-544.7161051989766
