Threshold,Precision,Recall,F1,DataStatus,PredictionHorizonS
0.445,0.827123695976155,0.974539069359087,0.8948004836759372,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.45,0.8382464096749811,0.9736611062335382,0.9008935824532901,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.455,0.8456837280366692,0.9719051799824407,0.9044117647058825,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.46,0.8564778898370831,0.9692712906057945,0.9093904448105438,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.465,0.8665620094191523,0.9692712906057945,0.9150435142975549,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.47000000000000003,0.8719367588932806,0.9683933274802459,0.9176372712146423,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.47500000000000003,0.8784972022382095,0.9648814749780509,0.9196652719665273,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.48,0.8866396761133604,0.961369622475856,0.9224936815501265,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.485,0.8900651465798045,0.9596136962247586,0.9235318969159274,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.49,0.8949096880131363,0.9569798068481123,0.9249045396690707,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.495,0.8984310487200661,0.9552238805970149,0.9259574468085106,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.5,0.9032527105921602,0.9508340649692713,0.9264328485885372,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.505,0.9103972950126796,0.9455662862159789,0.9276485788113695,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.51,0.9132653061224489,0.9429323968393327,0.9278617710583154,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.515,0.9186643835616438,0.9420544337137841,0.9302123970524491,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.52,0.9247404844290658,0.9385425812115891,0.9315904139433552,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.525,0.9307017543859649,0.9315188762071993,0.9311101360245722,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.53,0.9344552701505757,0.926251097453907,0.9303350970017636,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.535,0.9418084153983886,0.9236172080772608,0.9326241134751773,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.54,0.943089430894309,0.9165935030728709,0.929652715939448,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.545,0.9489981785063752,0.9148375768217735,0.9316048278945015,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.55,0.9522935779816514,0.9113257243195786,0.9313593539703904,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.555,0.9539170506912442,0.9086918349429324,0.9307553956834533,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.56,0.9563602599814299,0.9043020193151887,0.9296028880866425,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.5650000000000001,0.9570093457943926,0.8990342405618964,0.9271163422363061,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.5700000000000001,0.9640831758034026,0.8955223880597015,0.9285389167045972,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.5750000000000001,0.9647619047619047,0.8893766461808604,0.925536774783006,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.58,0.9692603266090298,0.8858647936786654,0.9256880733944954,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.585,0.970106075216972,0.8832309043020193,0.9246323529411764,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.59,0.9727626459143969,0.8779631255487269,0.9229349330872173,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.595,0.9744847890088322,0.8718173836698858,0.9202965708989805,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.6,0.97534516765286,0.8683055311676909,0.9187180678123548,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.605,0.9781962338949455,0.8665496049165935,0.9189944134078213,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.61,0.98001998001998,0.8612818261633012,0.9168224299065421,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.615,0.9809045226130654,0.8568920105355575,0.9147141518275539,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.62,0.984725050916497,0.848990342405619,0.9118340405469119,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.625,0.9866803278688525,0.845478489903424,0.9106382978723404,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.63,0.9865424430641822,0.8366988586479368,0.9054631828978623,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.635,0.9884816753926702,0.8287971905179983,0.9016236867239733,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.64,0.9893617021276596,0.8165057067603161,0.8946608946608947,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.645,0.9892125134843581,0.8050921861281826,0.8877057115198451,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.65,0.9890590809628009,0.7936786654960492,0.8806624452021432,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.655,0.9911602209944751,0.7875329236172081,0.8776908023483365,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.66,0.9922135706340378,0.7831431079894644,0.8753680078508341,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.665,0.9932735426008968,0.7778753292361721,0.8724766125061546,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.67,0.9931972789115646,0.7690956979806848,0.8668975754576942,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.675,0.9930795847750865,0.7559262510974539,0.8584247258225324,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.68,0.9941656942823804,0.7480245829675154,0.8537074148296594,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.685,0.9952774498229043,0.7401229148375769,0.8489425981873112,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.6900000000000001,0.9952153110047847,0.7304653204565408,0.8425316455696201,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.6950000000000001,0.9951923076923077,0.7269534679543459,0.8401826484018264,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.7000000000000001,0.9951219512195122,0.7164179104477612,0.8330781010719754,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.705,0.9950248756218906,0.7023705004389815,0.8234688625836335,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.71,0.9962073324905183,0.6918349429323969,0.816580310880829,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.715,0.9974093264248705,0.6760316066725197,0.8058608058608057,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.72,0.997364953886693,0.6646180860403863,0.79768177028451,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.725,0.9973226238286479,0.6540825285338016,0.7900318133616119,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.73,0.9972862957937585,0.6453028972783144,0.7835820895522388,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.735,0.9972451790633609,0.6356453028972783,0.7764075067024128,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.74,0.9971631205673759,0.617208077260755,0.762472885032538,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.745,0.9985443959243085,0.6022827041264267,0.7513691128148959,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.75,0.9985119047619048,0.5891132572431957,0.7410270568746549,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.755,0.9984756097560976,0.5750658472344161,0.7298050139275766,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.76,1.0,0.5548726953467954,0.7137210615471485,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.765,1.0,0.5399473222124671,0.701254275940707,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.77,1.0,0.5320456540825286,0.6945558739255014,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.775,1.0,0.5215100965759438,0.6855164454702828,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.78,1.0,0.5065847234416154,0.6724941724941724,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.785,1.0,0.4978050921861282,0.6647127784290738,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.79,1.0,0.48375768217734855,0.6520710059171597,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.795,1.0,0.4697102721685689,0.6391875746714457,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.8,1.0,0.46093064091308167,0.6310096153846154,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.805,1.0,0.4442493415276558,0.6151975683890577,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.81,1.0,0.4266900790166813,0.5981538461538461,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.8150000000000001,1.0,0.41264266900790164,0.5842137973896829,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.8200000000000001,1.0,0.3994732221246708,0.5708908406524467,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.8250000000000001,1.0,0.38279192273924495,0.5536507936507936,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.8300000000000001,1.0,0.3687445127304653,0.5388069275176395,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.835,1.0,0.35294117647058826,0.5217391304347826,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.84,1.0,0.33801580333625986,0.5052493438320209,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.845,1.0,0.32396839332748023,0.4893899204244032,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.85,1.0,0.30465320456540823,0.4670255720053835,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.855,1.0,0.2914837576821773,0.45139360978925896,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.86,1.0,0.2783143107989464,0.4354395604395604,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.865,1.0,0.2581211589113257,0.410327983251919,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.87,1.0,0.247585601404741,0.3969035890218156,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.875,1.0,0.22651448639157157,0.3693629205440229,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.88,1.0,0.21334503950834066,0.3516642547033285,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.885,1.0,0.19754170324846357,0.32991202346041054,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.89,1.0,0.18700614574187885,0.3150887573964497,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.895,1.0,0.16769095697980685,0.287218045112782,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.9,1.0,0.1562774363476734,0.27031131359149585,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.905,1.0,0.1431079894644425,0.250384024577573,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.91,1.0,0.1273046532045654,0.22585669781931464,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.915,1.0,0.11764705882352941,0.21052631578947367,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.92,1.0,0.10798946444249341,0.19492868462757526,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.925,1.0,0.09920983318700614,0.18051118210862618,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.93,1.0,0.08252853380158033,0.1524736415247364,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.935,1.0,0.07462686567164178,0.13888888888888887,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.9400000000000001,1.0,0.058823529411764705,0.1111111111111111,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.9450000000000001,1.0,0.04741000877963126,0.09052808046940487,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.9500000000000001,1.0,0.04302019315188762,0.08249158249158249,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.9550000000000001,1.0,0.038630377524143986,0.07438715131022824,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.96,1.0,0.030728709394205442,0.059625212947189095,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.965,1.0,0.025460930640913083,0.04965753424657535,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.97,1.0,0.021949078138718173,0.0429553264604811,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.975,1.0,0.02019315188762072,0.039586919104991396,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.98,1.0,0.012291483757682178,0.024284475281873375,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.985,1.0,0.00877963125548727,0.017406440382941687,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.99,1.0,0.006145741878841089,0.012216404886561956,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.995,1.0,0.0026338893766461808,0.005253940455341506,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
1.0,1.0,0.000877963125548727,0.0017543859649122807,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2
0.0,0.15457142857142858,1.0,0.26775550606285575,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.005,0.15552680753198217,1.0,0.2691877099141684,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.01,0.1558404148062797,1.0,0.2696573208722741,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.015,0.15635838150289016,1.0,0.2704323919020245,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.02,0.15692530819434372,1.0,0.2712799297981697,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.025,0.15784099197665938,1.0,0.2726470958800554,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
0.03,0.1587907249779865,1.0,0.27406281661600806,SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,5
