DataStatus,PredictionHorizonS,SyntheticSeed,CellSample,TrueLabel,PredictedProbability
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,72,1,0.7384419200312997
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,73,0,0.12366204145879414
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,74,0,0.09000587029801282
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,75,0,0.08420598741873203
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,76,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,77,0,0.1717646740074578
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,78,0,0.02390547995693093
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,79,1,0.8927074525431629
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,80,0,0.24098687078475495
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,81,0,0.35246087449437924
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,82,0,0.20276811875948875
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,83,0,0.3685090120777448
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,84,0,0.11501650847042269
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,85,0,0.05860505083442555
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,86,0,0.10004880598108198
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,87,1,0.8053673127324288
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,88,0,0.10100506026552752
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,89,1,0.5310809561921972
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,90,0,0.44238135280535584
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,91,0,0.04562393221747485
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,92,0,0.19889455735943432
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,93,0,0.024026206311555533
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,94,0,0.2799964917714044
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,95,1,0.7408927113605202
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,96,1,0.6091310530580236
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,97,0,0.08832179259360214
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,98,1,0.8388906505127722
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,99,0,0.12769103901648374
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,100,1,0.9477305272173115
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,101,0,0.18903873711453664
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,102,0,0.08547671589196831
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,103,1,0.9038707425448496
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,104,0,0.23926721765149633
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,105,0,0.14160763657109057
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,106,0,0.31994018843878236
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,107,0,0.2455714228385143
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,108,0,0.205322893405583
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,109,0,0.17328078926171087
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,110,0,0.028381530961044468
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,111,1,0.8528542929153136
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,112,1,0.6091623027437909
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,113,1,0.7810248782453433
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,114,1,0.8481843656994319
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,115,1,0.8205050463636456
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,116,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,117,1,0.6678673073582808
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,118,0,0.20856340864268078
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,119,1,0.6387022209567415
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,120,0,0.10789303942041242
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,121,0,0.06175909758678147
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,122,1,0.8994654675605371
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,123,0,0.06459700214362371
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,124,0,0.17067630686467142
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,125,0,0.11947194232529545
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,126,0,0.08967229443838139
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,127,0,0.01432175169216026
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,128,0,0.1356290964886008
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,129,0,0.08868454625081629
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,130,0,0.009697749825410135
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,131,0,0.10268575464793936
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,132,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,133,0,0.034535421317400804
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,134,1,0.6439685932180186
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,135,0,0.19299262548149013
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,136,0,0.2783169439350902
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,137,0,0.20585461283302336
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,138,0,0.01839763283774453
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,139,0,0.14018394985405389
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,140,0,0.1545695417345629
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,141,0,0.06596466289258639
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,142,0,0.0940888068204603
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,143,0,0.053084210604319615
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,144,0,0.04514636011312141
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,145,0,0.1416200939310792
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,146,0,0.07046988705619997
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,147,0,0.4452145028081425
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,148,0,0.1671650456770646
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,149,0,0.19021062531251054
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,150,1,0.7801228776266618
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,151,0,0.18594119749026106
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,152,1,0.9362758992509947
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,153,0,0.10877999532853863
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,154,0,0.07484475666367837
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,155,1,0.8496807255544727
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,156,0,0.1513231374187946
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,157,0,0.11078935825729319
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,158,1,0.7871922986540685
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,159,0,0.1640646731543959
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,160,0,0.5420100747054897
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,161,0,0.13522777175135642
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,162,0,0.25611948280246327
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,163,0,0.22375009992747874
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,164,0,0.03161542916688208
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,165,0,0.12593747467195504
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,166,1,0.7378672345249793
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,167,0,0.12283753645116957
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,168,1,0.7794021170161713
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,169,1,0.9054454543322177
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,170,0,0.15011054702820192
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,171,1,0.718388214375236
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,172,0,0.23646055237425995
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,173,0,0.5044179677487504
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,174,0,0.3113274156246274
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,175,0,0.07797540197899494
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,176,0,0.1926119854684983
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,177,0,0.26789917768189186
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,178,1,0.7896354185548207
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,179,0,0.4406653688034172
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,180,0,0.1796935672563689
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,181,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,182,0,0.016352475407210625
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,183,0,0.045839834664506654
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,184,1,0.7696169670153838
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,185,1,0.6730740195964822
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,186,1,0.7641678274652186
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,187,0,0.13583041469647802
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,188,0,0.2408569427266412
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,189,0,0.1494716659672854
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,190,0,0.14976653277781338
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,191,1,0.7194474495785756
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,192,0,0.016055927246389066
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,193,0,0.1345967259984482
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,194,0,0.1685208065116007
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,195,0,0.023696691917377603
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,196,0,0.14629077357802733
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,197,0,0.11269999114459464
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,198,0,0.16940661158854803
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,199,0,0.2515586733607144
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,200,0,0.2603974499227426
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,201,0,0.018996732472255348
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,202,0,0.0
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,203,0,0.1760447905645139
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,204,0,0.04328459057569434
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,205,0,0.04687396782713661
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,206,1,0.9040498509286308
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,207,1,0.4462139134427629
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,208,0,0.23646464399170575
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,209,0,0.14488926573813474
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,210,0,0.029376488603951742
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,211,1,0.4734134811922122
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,212,0,0.09518771499602688
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,213,0,0.1783373601104929
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,214,0,0.25040657130268523
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,215,0,0.16586068236280363
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,216,0,0.023112285956243275
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,217,0,0.25950934459818875
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,218,1,0.903915500204447
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,219,0,0.40036232578632863
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,220,1,0.8316625932690911
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,221,0,0.35832610619422406
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,222,0,0.24769991497670074
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,223,0,0.3740990890934695
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,224,0,0.14637463703507528
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,225,0,0.2574338752703205
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,226,0,0.03296259595377894
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,227,0,0.017068597438801507
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,228,0,0.09039821463109238
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,229,0,0.10637056353937507
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,230,0,0.07732105341317415
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,231,0,0.1753940325776073
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,232,0,0.05862300171113197
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,233,0,0.0446391021100752
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,234,0,0.28439005456816674
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,235,1,0.8275826191020701
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,236,0,0.352624846180755
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,237,0,0.08844246702331071
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,238,0,0.2089870470317207
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,239,0,0.14946886717922017
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,240,1,0.8830991029517563
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,241,0,0.36687831483746663
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,242,0,0.15018725800437172
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,243,0,0.05012951420178893
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,244,0,0.20140820711206667
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,245,1,0.6723629936195008
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,246,0,0.15049360704070117
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,247,0,0.3309416733618346
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,248,0,0.12465753290635334
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,249,1,0.6847433369583809
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,250,0,0.1171825165797796
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,251,0,0.10897165092665106
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,252,1,0.7756639965522178
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,253,0,0.3324745547139025
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,254,0,0.29924406368063067
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,255,0,0.04521459076761712
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,256,0,0.08986855185977194
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,257,1,0.8063671203685372
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,258,0,0.047751565257339076
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,259,0,0.2036349094507246
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,260,0,0.19869097638168426
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,261,0,0.09038890487731668
SYNTHETIC_LITERATURE_INFORMED_NOT_NS3_RESULTS,2,1,262,0,0.04428363190491519
